id_article;id_proceeding
5024658;2539849
5024692;2534288
5024703;6790214
5024720;2499838
5024721;4707858
5024729;2491313
5024800;6736887
5024802;2482430
5024818;6787382
5024830;6810771
5024858;7150972
5024868;2486215
5024882;5746697
5024891;2548102
5024906;6795486
5024915;6821439
5024928;2543051
5024942;3769541
5025004;6697348
5025110;2511032
5025115;6724005
5025128;2488195
5025162;2497094
5025182;4465420
5025196;5746798
5025202;6650304
5025207;6827852
5025223;2528852
5025226;2518085
5025266;6686998
5025297;2528780
5025298;6748773
5025310;6693981
5025357;2518157
5025359;6066330
5025363;2497598
5025390;3940613
5025413;5659170
5025422;7150986
5025454;2491614
5025464;2483597
5025479;2486489
5025506;6865875
5025519;6860545
5025533;2529742
5025551;6683433
5025560;5388279
5025563;7151052
5025576;6674525
5025602;6835640
5025612;2535154
5025673;4713008
5025674;2519302
5025757;2487950
5025796;2485598
5025806;6697348
5025837;2541378
5025848;2548041
5025873;2496073
5025883;2537690
5025930;2543102
5025933;2516016
5025958;2540952
5025981;6033973
5025982;2553995
5025985;2513259
5025995;2490343
5026000;3940380
5026004;2537143
5026027;2516335
5026059;2486721
5026103;2490343
5026124;2491222
5026137;2549489
5026161;6836585
5026244;6704213
5026259;7151120
5026277;2485939
5026289;2534054
5026303;6740081
5026317;2542187
5026375;5746831
5026391;6827989
5026397;6600531
5026401;6786199
5026409;2520630
5026411;6654997
5026416;2544023
5026430;6654997
5026477;5388380
5026494;2549950
5026516;5659244
5026549;2498166
5026551;6362025
5026557;7151077
5026568;6820672
5026596;6835640
5026611;5746635
5026640;6034111
5026650;2481678
5026656;5746656
5026684;5746656
5026719;2546328
5026725;2548410
5026745;2534591
5026761;6874544
5026790;4141315
5026812;2487334
5026915;2486043
5026933;6714941
5026934;6810771
5026947;6674169
5026948;2531990
5026949;2534381
5027013;2507243
5027018;2486222
5027026;2483292
5027052;2487230
5027063;5388272
5027076;3872778
5027092;6784611
5027095;2499699
5027155;2482124
5027164;2517447
5027172;6362219
5027186;6362129
5027225;2528261
5027247;6734829
5027286;2529577
5027296;5746656
5027310;6874544
5027325;6706735
5027347;2531990
5027404;4141726
5027410;2486307
5027418;2543036
5027437;2518191
5027464;3940664
5027480;2491688
5027489;2490372
5027493;2540629
5027520;2534748
5027537;6843103
5027553;6776230
5027565;6852782
5027587;6763352
5027591;6662095
5027610;6600521
5027643;6974388
5027650;3872974
5027653;2507406
5027662;2491893
5027665;6362025
5027669;6600531
5027672;6034033
5027679;7150976
5027688;6652785
5027697;6747400
5027700;4713051
5027710;2531990
5027712;6362124
5027718;2529610
5027738;3872398
5027755;6034127
5027789;2491199
5027877;2518350
5027879;2533851
5027880;2529845
5027886;2515985
5027911;4566242
5027918;2495785
5027959;2483941
5028003;6361963
5028040;6797070
5028047;6320100
5028058;2542299
5028082;2541249
5028089;2494870
5028139;5388366
5028166;2516016
5028184;6717694
5028196;2529685
5028211;4031086
5028222;6066102
5028228;6853646
5028243;2481748
5028275;2529172
5028312;2491102
5028325;6654722
5028333;2486781
5028349;6877714
5028358;6716099
5028362;6033901
5028364;2538638
5028468;2516433
5028477;6034196
5028487;6729002
5028502;4141017
5028519;2538221
5028521;5659198
5028538;5388358
5028540;2530014
5028562;2539837
5028571;2482641
5028578;6736703
5028585;7151112
5028649;6784242
5028688;6656327
5028702;3872398
5028705;2497352
5028745;2517132
5028749;2488723
5028762;6827155
5028763;2486215
5028793;2547915
5028801;6776054
5028826;6725249
5028855;2541299
5028890;2498166
5028898;2501593
5028914;6034276
5028930;6840622
5028947;2507243
5029011;6716531
5029030;7024699
5029033;2539665
5029079;6362219
5029147;2554624
5029220;2535391
5029298;2505982
5029352;6034151
5029360;6066102
5029369;6716531
5029399;2550797
5029400;2542946
5029452;6790477
5029471;4141391
5029531;3872856
5029553;6674525
5029554;2497344
5029561;2533536
5029568;6724005
5029582;6362219
5029586;7151177
5029605;6648995
5029607;6757406
5029639;2484169
5029735;2497598
5029764;6600521
5029765;6756551
5029768;6740583
5029778;2481169
5029779;6682764
5029794;7151224
5029798;2485470
5029839;6846883
5029919;2533268
5029936;2518350
5029962;2494712
5030007;2529302
5030054;6833590
5030135;2516996
5030153;6701142
5030156;6687694
5030161;2534295
5030167;2496193
5030176;4141637
5030206;6033901
5030210;2533265
5030216;6678000
5030222;2482794
5030284;2497342
5030306;2490845
5030315;2500882
5030359;2523615
5030406;6680406
5030439;5335365
5030447;6715367
5030506;2486197
5030518;6736215
5030520;6362151
5030526;6833054
5030549;7151162
5030568;5388315
5030612;2494875
5030628;5388358
5030636;2536204
5030655;6600531
5030682;6858017
5030708;6757221
5030721;6362107
5030731;5659256
5030739;6676459
5030747;2543102
5030761;7024616
5030794;6651769
5030826;2480764
5030829;2538921
5030830;2533666
5030843;2481969
5030847;2549122
5030854;7151065
5030864;6827155
5030903;6657222
5030944;2590632
5030965;6669504
5031008;5746839
5031020;2543112
5031040;4713008
5031046;2531036
5031091;2502100
5031098;2540466
5031101;2540347
5031120;2492952
5031141;6775291
5031179;6754255
5031183;2485364
5031195;2487995
5031200;7151173
5031204;4031206
5031266;2549428
5031270;5746742
5031294;6674169
5031303;6859552
5031349;2480645
5031388;2486994
5031390;2488422
5031411;2480932
5031428;2540454
5031458;2550267
5031470;5659193
5031481;6653306
5031495;2549956
5031553;2509152
5031582;2505888
5031610;7151038
5031620;2534591
5031627;6826936
5031640;6746238
5031654;2492061
5031669;6792728
5031705;2552862
5031706;7151143
5031741;2549480
5031753;2514965
5031788;6768087
5031814;6725843
5031817;6876946
5031828;2485204
5031833;2500359
5031839;6066102
5031846;6846883
5031847;6362096
5031853;2517507
5031965;6658591
5031973;6844281
5031984;6754435
5032011;6728749
5032083;6754435
5032116;6874544
5032145;2531036
5032202;2493725
5032216;6673876
5032275;2541249
5032319;2482613
5032474;2510938
5032490;6820672
5032500;2541585
5032512;6034179
5032533;6763973
5032606;6034004
5032611;2535373
5032636;6717694
5032666;4707820
5032723;2498155
5032743;6797000
5032792;6766307
5032843;2533536
5032847;2535676
5032857;5437504
5032889;2497554
5032890;6797000
5032895;6787384
5032906;6810771
5032947;7151236
5032958;7151021
5032968;6034066
5033044;2517868
5033047;6832464
5033055;5388264
5033120;2494334
5033148;5659214
5033177;3872338
5033198;6768087
5033234;2554587
5033260;5746740
5033299;5659208
5033329;6725205
5033424;7151102
5033464;2486197
5033466;6672922
5033534;7151273
5033535;2497094
5033569;2535392
5033578;6320057
5033601;2494321
5033632;2493399
5033688;6974426
5033694;2531036
5033770;2481277
5033772;7151186
5033781;5659193
5033842;2529627
5033850;5388358
5033896;2495924
5033917;6818401
5033926;6650858
5033983;2533981
5033991;2486504
5034000;2529086
5034026;6702163
5034028;2535685
5034048;2530657
5034052;6651915
5034054;6320043
5034069;6713007
5034079;2516705
5034083;2541101
5034091;6792728
5034125;2537567
5034129;2536338
5034135;6762786
5034193;2497094
5034196;2487354
5034236;2515276
5034247;6859552
5034268;6648995
5034273;6034022
5034321;6820672
5034324;2504153
5034338;7151099
5034343;2535108
5034381;3769499
5034382;2541378
5034399;2516857
5034405;6320038
5034418;6880099
5034452;6686998
5034466;2537143
5034530;2539837
5034536;2538921
5034625;4707640
5034660;6320043
5034681;6648995
5034817;6659952
5034852;6600521
5034873;2497766
5034913;6362258
5034941;6714352
5034956;6710624
5034969;6771632
5035004;2491891
5035025;6846883
5035045;2494877
5035065;2544023
5035070;2501087
5035075;6721981
5035123;2513259
5035135;6713001
5035149;6320127
5035170;6362140
5035185;2497352
5035215;5388264
5035241;7151021
5035285;2491820
5035292;6852782
5035294;2529685
5035319;6699522
5035334;2554452
5035338;3938697
5035345;6827155
5035355;6034004
5035357;2516791
5035367;6839226
5035396;6736071
5035405;2527347
5035413;2492167
5035420;2493983
5035422;6320127
5035458;4707940
5035490;2480661
5035496;6858269
5035497;6717655
5035519;6771632
5035544;5659215
5035563;6650304
5035573;2502281
5035597;6687332
5035613;2486285
5035620;2497094
5035651;6846883
5035668;6756551
5035681;6748773
5035710;3872972
5035721;2549269
5035748;2553728
5035752;2533003
5035760;6034022
5035778;6835640
5035791;6874040
5035824;5504278
5035855;2534288
5035891;6696538
5035895;2550379
5035908;6687332
5035916;6654997
5035917;6361951
5035930;2513321
5035939;6033917
5035960;6807972
5035962;6858017
5035968;2497610
5035993;2534024
5036040;2506954
5036047;6860545
5036054;4707643
5036068;2493201
5036070;6657430
5036126;2537143
5036139;6717694
5036147;2528842
5036206;6320057
5036309;2520361
5036362;7151112
5036430;2492058
5036433;2534547
5036450;6675274
5036467;5388294
5036554;2520077
5036576;6320103
5036620;2552953
5036675;2481552
5036689;6034111
5036705;2485907
5036715;2500359
5036727;6827852
5036734;6714378
5036787;2534135
5036788;6661669
5036867;2481743
5036871;6034196
5036873;5746697
5036894;2553995
5036901;6724005
5036918;6733012
5036922;2494334
5036934;2536323
5036948;6763973
5036984;6707560
5037022;6974344
5037026;2482890
5037034;2550797
5037035;6669838
5037049;2551966
5037055;2528925
5037069;2491842
5037083;6725205
5037097;5659257
5037110;6783680
5037121;6974389
5037136;2541381
5037138;2517599
5037142;2553525
5037193;2513321
5037215;6717655
5037313;6974318
5037320;6034179
5037354;6687332
5037411;6854898
5037418;2554030
5037438;6814792
5037461;5335359
5037467;2482865
5037479;5504309
5037493;3872536
5037499;6777812
5037527;2549025
5037547;5659162
5037560;5659182
5037586;6855381
5037588;2548283
5037630;7024699
5037685;6777812
5037700;2554452
5037708;6852782
5037735;6753988
5037749;2520561
5037787;5504305
5037788;2493201
5037812;6654627
5037841;6674169
5037842;2529302
5037850;6845200
5037866;6034179
5037868;2517507
5037876;6860201
5037897;5746751
5037954;3872398
5037987;2549770
5037997;2494708
5038001;2532122
5038006;6821576
5038024;6674169
5038092;2541299
5038095;2484469
5038154;2554624
5038191;2548891
5038206;6856825
5038216;2506653
5038218;6362140
5038280;2483119
5038298;5659263
5038321;2554658
5038322;6362003
5038327;5659263
5038360;4707803
5038362;2554597
5038367;2547915
5038403;6813589
5038404;6600531
5038436;7151077
5038450;2517688
5038517;2492061
5038528;2490636
5038539;2493983
5038548;6874073
5038554;4707940
5038665;2517492
5038690;2550111
5038709;2493201
5038727;2486456
5038738;6974441
5038743;2495262
5038748;5504290
5038767;6872109
5038771;2492543
5038792;6683071
5038793;2553576
5038831;2485437
5038858;2495775
5038930;2501087
5038936;2493940
5038947;6320057
5038952;6812947
5038956;6066108
5038986;7151151
5038988;6830603
5038990;2538629
5039012;2486489
5039013;6731223
5039015;6773822
5039067;6871465
5039074;6320065
5039099;6845062
5039102;2501087
5039147;2528925
5039163;6867684
5039185;6827989
5039191;6687694
5039232;3939819
5039242;7151102
5039246;2485205
5039248;2554057
5039261;6320100
5039282;2513005
5039287;2549078
5039299;2546328
5039300;2497454
5039309;2513985
5039324;6710188
5039333;5659257
5039334;2483953
5039368;6034151
5039392;6876682
5039425;2516335
5039439;6034219
5039507;5388264
5039525;6836585
5039527;6687332
5039533;6653117
5039534;2520077
5039538;6869069
5039584;6715367
5039590;6361906
5039611;2489914
5039616;6974389
5039625;2499114
5039690;2486611
5039712;4707715
5039720;2485939
5039735;2511317
5039758;2517995
5039761;6700611
5039773;6797863
5039792;2520630
5039830;2493628
5039848;5746791
5039852;6361962
5039872;2485851
5039885;6876946
5039913;2494625
5039928;3940380
5039931;7151173
5039960;6858252
5040010;2515369
5040023;2517447
5040038;5746650
5040046;2533666
5040057;7151115
5040060;6716531
5040064;2483461
5040090;6868300
5040125;2483129
5040130;6713001
5040231;2540427
5040239;6713007
5040247;3938697
5040258;3873142
5040283;6034042
5040286;6650602
5040293;2482641
5040294;6786199
5040319;2481969
5040332;7150976
5040333;2535580
5040386;5388359
5040393;2551176
5040424;6850811
5040473;2495775
5040491;7150976
5040494;2486265
5040503;2540313
5040514;6362123
5040542;2483204
5040565;6066102
5040578;5437504
5040588;6066330
5040597;7151052
5040605;6813174
5040609;6660242
5040636;2518089
5040640;7024699
5040655;2518157
5040663;2482102
5040672;2543102
5040698;4707803
5040701;2483441
5040720;2509152
5040726;6771844
5040732;2520394
5040781;6701142
5040808;5659263
5040827;6600529
5040828;5659193
5040836;2520077
5040893;5388283
5040940;2549480
5040958;2528219
5040974;6795486
5040979;2486348
5040989;7151102
5041038;2553995
5041043;6783680
5041044;2535223
5041067;2497491
5041073;6755864
5041165;2529438
5041217;2533718
5041223;6885885
5041239;6827852
5041259;2493399
5041260;6716983
5041263;6034082
5041265;2548457
5041273;2490394
5041300;6779345
5041312;4713031
5041329;6362129
5041331;5746743
5041369;2485340
5041457;5746831
5041458;2529685
5041471;3872778
5041484;2483461
5041540;4566153
5041541;2517654
5041550;2486348
5041581;5504271
5041634;2495355
5041642;2516857
5041673;2490866
5041730;2540095
5041747;6783680
5041777;2536003
5041790;6974367
5041827;5746650
5041839;6676459
5041865;2542706
5041877;2554585
5041878;6694358
5041888;2483432
5041905;3940769
5041910;2487950
5041918;2548410
5041919;6721981
5041925;6840622
5041939;6841233
5041956;2519576
5041959;2495775
5041961;6657430
5041967;6811565
5041978;6859552
5042031;6717655
5042035;2539849
5042036;2518089
5042054;2532525
5042070;2483882
5042071;2534849
5042131;2502100
5042134;5335365
5042136;2529673
5042146;6320103
5042154;2494413
5042155;6878877
5042175;2491820
5042248;6787384
5042255;6790214
5042260;6718732
5042268;2516912
5042329;2549258
5042338;2536338
5042368;2493863
5042375;2492171
5042420;4713031
5042442;2493940
5042444;2490372
5042476;3872856
5042477;2517599
5042503;2529348
5042507;6886524
5042511;3938697
5042512;2554587
5042532;6819957
5042576;2489567
5042577;5746740
5042603;6659690
5042640;2495946
5042657;6876278
5042664;2480932
5042688;2548892
5042691;3872974
5042716;6721981
5042732;2549078
5042743;5746743
5042776;6362124
5042791;7150983
5042845;2511672
5042908;6066226
5042916;2533145
5042920;2482886
5042927;6783680
5042930;2487950
5042935;2491471
5042951;2486276
5042953;2486489
5042977;3939648
5042981;2553728
5042982;6779416
5043007;5388359
5043012;6740081
5043016;2553995
5043045;7151224
5043053;6651218
5043064;6713007
5043086;6765383
5043126;6844748
5043132;5388293
5043183;6320127
5043189;2495946
5043218;5659170
5043231;5746625
5043234;6716119
5043241;2499559
5043246;2491614
5043258;2496073
5043306;7151249
5043315;2534248
5043341;2529348
5043345;6797863
5043346;6835640
5043361;7151216
5043375;2491802
5043421;2531600
5043428;6827265
5043449;2485437
5043482;2491222
5043490;6745229
5043502;2541299
5043510;2541279
5043511;2483441
5043567;6974318
5043571;2541378
5043585;6716099
5043603;2507977
5043628;2497813
5043643;2516045
5043648;2480877
5043670;6716099
5043698;2496766
5043704;6846883
5043720;7151053
5043755;2551082
5043764;2493863
5043807;6033946
5043809;6749948
5043825;7151115
5043839;6861470
5043863;2501087
5043893;6974421
5043896;2517707
5043902;2483292
5043926;2491471
5043929;7150983
5043935;2498469
5043960;5388304
5043963;7150972
5043967;6825891
5043986;7151102
5043990;2482480
5044020;2486781
5044031;2547936
5044062;6033901
5044071;2491842
5044094;2542165
5044136;2485437
5044142;6729002
5044165;4140956
5044174;2489180
5044179;5659162
5044183;2539596
5044185;5659256
5044246;2483941
5044262;6362107
5044291;2538638
5044312;6715367
5044318;2499467
5044324;2498469
5044325;6783680
5044362;2509152
5044372;6974367
5044375;2549025
5044391;6653306
5044397;2513005
5044407;6708127
5044418;6771632
5044429;2498592
5044437;6875464
5044444;3644392
5044447;5659162
5044449;3872764
5044454;6034082
5044462;5504327
5044483;2516948
5044485;6707560
5044549;2487422
5044579;6731223
5044596;5388315
5044601;3872820
5044611;5746831
5044612;2541378
5044634;2541284
5044645;2538937
5044682;2486307
5044707;2482601
5044721;6974441
5044726;6683433
5044738;6648995
5044767;6868300
5044773;5437504
5044774;2493271
5044775;2529610
5044796;6827989
5044811;2497342
5044845;6974410
5044865;2494201
5044881;2551391
5044893;6783680
5044909;5746656
5044920;2520630
5044921;7151256
5044944;6786199
5044956;2553525
5044960;6790477
5044984;6777812
5044992;2548410
5044999;6974356
5045025;6846883
5045064;2499394
5045144;4141654
5045232;6680406
5045246;6320100
5045247;2482890
5045262;2552717
5045327;2495295
5045332;2551333
5045342;2517790
5045361;2485470
5045384;2554400
5045435;4708009
5045452;7151076
5045476;7151262
5045478;2494757
5045536;7151021
5045567;6034004
5045577;7151186
5045590;2492543
5045591;2550911
5045603;6682869
5045625;7150972
5045633;2491826
5045644;5746662
5045665;6362124
5045680;6656327
5045695;2486788
5045711;2493330
5045712;2548118
5045713;6034244
5045723;6839226
5045752;6034178
5045790;6865875
5045814;2497392
5045831;2534748
5045857;5388369
5045893;4031206
5045936;6033946
5045938;6659120
5045957;2498328
5045959;6833054
5046000;2480865
5046016;2498469
5046024;2542442
5046071;2501593
5046078;2543102
5046095;2533729
5046096;6837184
5046111;2481969
5046113;2487569
5046122;6854898
5046134;6675274
5046230;6832464
5046241;5504299
5046254;2540413
5046276;2486994
5046289;2550797
5046302;3872860
5046303;6812913
5046338;6320065
5046359;7151053
5046373;2489568
5046385;2540544
5046395;2541299
5046402;6747400
5046468;7151053
5046485;6867684
5046495;6600535
5046497;4141459
5046511;6600535
5046563;6362151
5046568;6654722
5046573;2489567
5046644;5659210
5046675;6790477
5046678;6802285
5046723;2554429
5046862;6034196
5046864;6794610
