id_article;id_cited_article
5020195;6495495
5020440;6315592
5020440;6509041
5020440;5377726
5020440;6650992
5020440;5416014
5020440;6819816
5020440;7012973
5020440;6579387
5020509;5693053
5020509;5816791
5020509;6657982
5020509;6301257
5020509;5512017
5020509;5403513
5020509;6749405
5020509;6541858
5020509;5360372
5020509;6452433
5020509;6102848
5020509;5722533
5020509;5120958
5021197;5449613
5021197;5384111
5021197;6553026
5021197;5451143
5021273;6102346
5021273;6890800
5021382;5513219
5021382;6686528
5021382;5390324
5021382;5820638
5021382;5840344
5021382;7041481
5021382;6660087
5021382;6007851
5021382;5578245
5021382;5639827
5021382;6386189
5021382;7154027
5021382;6296197
5021382;6938553
5021424;6244785
5021424;5362851
5021424;6862943
5021424;6522318
5021424;6560932
5021424;6414153
5021424;7091585
5021424;6729465
5021424;6824967
5021424;5731102
5021491;5039324
5021491;6867371
5021491;6110243
5021491;6962846
5021491;5466291
5021491;7027630
5021491;5500561
5021491;5589822
5021491;5572875
5021491;5473256
5021491;6833146
5021491;6257531
5021491;7144085
5021491;5279809
5021491;5373372
5021491;5985567
5021491;6512208
5021547;5135755
5021547;5431773
5021547;5315426
5021547;6551650
5021586;5239158
5021586;5652627
5021586;5026551
5021586;5984024
5021586;5363064
5021813;5842876
5021813;5036734
5021816;6358371
5021816;6760769
5021816;7039379
5021816;6457237
5021816;6322228
5021816;5918717
5021816;5204553
5021816;5744168
5021816;5674010
5021816;6826954
5021816;5966712
5021816;5485916
5021816;6407900
5021816;6767519
5021816;6010882
5021816;5254952
5021891;6330208
5021891;6125764
5021891;6091675
5021891;6785344
5021891;6648264
5021891;7026902
5021891;5875956
5021891;5470576
5021891;5360387
5021891;5766737
5021891;6000296
5021891;6987645
5021891;7059711
5021891;6569459
5021891;6499709
5021891;5755234
5021891;6163384
5022020;6777346
5022020;5358522
5022020;5497595
5022020;6948490
5022020;5074571
5022020;6741576
5022020;5974268
5022020;5028312
5022020;5042977
5022020;5954904
5022020;6002410
5022020;6638769
5022020;7139176
5022077;5546746
5022126;5204596
5022126;5954562
5022126;6010648
5022126;6385561
5022126;6671002
5022126;5444607
5022126;5065015
5022126;6121874
5022126;5073927
5022126;5483396
5022126;6654743
5022126;7103805
5022175;5105637
5022175;5786805
5022175;7069694
5022175;5281164
5022175;6370406
5022175;5207581
5022175;5812640
5022189;5404520
5022223;5910147
5022303;6961323
5022303;5197805
5022303;5315119
5022303;6876454
5022303;6098099
5022303;5957697
5022303;6012712
5022303;7023489
5022303;5622145
5022382;6690990
5022382;5234219
5022382;5503426
5022382;6393310
5022382;5540520
5022382;6135650
5022382;5433554
5022382;5235988
5022382;5383503
5022382;5983755
5022382;6672489
5022382;6637910
5022382;6547423
5022382;6913917
5022382;5534619
5022382;7081956
5022439;5294663
5022439;6481725
5022439;6204157
5022439;5587815
5022439;5498316
5022439;5351278
5022439;5026494
5022439;6984579
5022439;6649550
5022439;5131073
5022439;5188795
5022439;5924706
5022439;5127594
5022439;5621496
5022439;5526458
5022439;6769733
5022439;6318915
5022439;5611612
5022629;6329731
5022629;6473501
5022629;5038743
5022629;5290341
5022629;5155894
5022629;6588417
5022629;7088516
5022629;6942099
5022629;7100634
5022629;5024292
5022659;6149590
5022659;5468569
5022659;6345032
5022659;5293102
5022659;6014673
5022659;5458772
5022659;7137620
5022659;5522606
5022659;5782608
5022659;6120774
5022746;5240470
5022746;7022929
5022746;5052796
5022746;5592952
5022746;6972241
5022808;6743416
5022808;6643704
5022808;5889231
5022808;5854607
5022808;5317819
5022808;6857022
5022808;5558165
5022808;5328724
5022808;6280698
5022808;5327212
5022808;6826036
5022808;5145658
5022808;5835079
5022808;5494781
5022808;6544294
5022808;6205768
5022808;5177449
5022895;5476090
5022895;5123993
5022895;6725478
5022895;6766870
5022895;5723615
5022895;5170034
5022895;5648614
5022895;6593059
5022895;6537482
5022895;6691934
5022895;5375980
5022971;5956485
5022971;5440897
5022971;6381066
5022971;6176605
5022971;5091304
5022971;6734674
5022971;6165945
5022971;6863831
5022971;6176058
5022971;6152804
5022971;6321389
5022971;6426396
5022971;6157639
5022971;6702204
5022971;6267627
5022971;5224056
5022971;5792978
5022971;5150822
5022971;5113884
5023019;6030001
5023019;7133427
5023019;6899004
5023019;5070077
5023019;5954302
5023019;6406329
5023019;5365972
5023019;7044046
5023240;6364806
5023240;5905725
5023240;6752990
5023372;6367507
5023576;6584459
5023815;5596002
5023815;6746440
5023815;6490839
5023815;5724519
5023815;6371034
5023815;6028472
5023815;6282912
5023815;6015475
5023896;5704685
5023896;6808602
5023896;6998098
5023896;5099228
5023896;6836266
5023896;6207629
5023896;6752300
5023896;5301010
5023896;5177007
5023896;5642274
5023896;6113420
5023896;7052137
5023896;5914693
5023896;5570364
5023896;5021240
5023896;6259304
5023896;5945661
5023909;6294776
5023909;5927248
5023909;5502984
5023909;6513918
5023909;6545098
5023909;6092620
5023909;5838789
5023909;6946547
5023909;6302302
5023909;5980615
5023909;5710052
5023909;6594856
5023909;7027928
5023909;6697968
5023909;5541643
5023937;6497612
5023937;6219252
5023937;6739236
5023937;5264450
5023937;5462651
5023937;7124370
5023937;5207945
5023937;6094409
5023937;5143846
5024153;6167122
5024153;5892273
5024153;5217346
5024153;5510052
5024153;5745245
5024292;5280123
5024292;5613783
5024431;6636057
5024431;7083685
5024431;5319020
5024431;6801639
5024431;5900937
5024431;5487745
5024431;5720747
5024431;6509657
5024431;5412079
5024431;5637877
5024431;5891932
5024431;5636366
5024431;5252431
5024431;6843833
5024431;6784752
5024431;5803509
5024463;6196140
5024463;5756767
5024463;5278024
5024463;5646267
5024463;5054596
5024463;5964084
5024463;6031840
5024463;6137255
5024463;5541117
5024542;5706290
5024542;6984992
5024703;7004717
5024721;6627174
5024721;6098968
5024721;5153396
5024721;5018914
5024721;5189073
5024721;5890830
5024721;5454934
5024721;5604480
5024721;5806917
5024721;6261173
5024721;5803129
5024868;5742320
5024868;6809004
5024868;6992114
5024868;7037539
5024868;5984886
5024868;5992960
5024882;5652755
5024882;6007080
5024882;5977865
5024882;6542271
5024882;5759695
5024882;6431715
5024882;6938957
5024882;5120260
5025196;5359435
5025196;5891721
5025196;5207306
5025196;5518619
5025196;5237795
5025196;6141035
5025196;6227298
5025196;6011363
5025196;5537820
5025196;7092933
5025196;5179450
5025196;5889018
5025196;6392195
5025196;5468135
5025196;6863831
5025207;6432768
5025207;6270362
5025207;6069134
5025207;5547963
5025207;5812546
5025207;6264344
5025207;5898404
5025207;7112237
5025207;6165107
5025207;5579843
5025207;6637473
5025207;5088125
5025207;5990069
5025207;5520716
5025207;6630719
5025207;7145095
5025207;6395745
5025207;5272708
5025207;5480923
5025297;6300162
5025297;5980204
5025297;5203762
5025297;5530055
5025297;6365043
5025297;6391212
5025297;5733756
5025297;6167435
5025297;6749057
5025297;5597759
5025297;5257204
5025297;7115359
5025297;5096066
5025297;5172160
5025297;5623879
5025297;5369729
5025297;6794061
5025297;6537996
5025297;5780404
5025359;6099909
5025359;6860459
5025359;5879496
5025359;5087931
5025359;5822762
5025359;6047545
5025359;5584427
5025359;6784061
5025359;5726395
5025359;5622563
5025359;5867086
5025359;5262972
5025359;6884641
5025363;5814099
5025454;5659629
5025533;5787465
5025533;5936890
5025533;5769191
5025533;5517562
5025533;5439069
5025533;7049836
5025533;6860448
5025533;5801862
5025533;6537575
5025533;5141946
5025981;6472782
5025981;5196798
5025981;6272368
5025981;5075959
5025981;6000666
5025981;5543875
5025981;7143505
5025981;5965795
5025981;6307966
5025981;7126339
5025982;6372309
5025982;6564889
5025982;6830713
5025982;6859696
5025982;6419833
5025982;6013498
5025982;6715494
5025982;6673725
5025982;6728710
5025982;6484475
5025982;5359937
5025982;5487911
5025982;5198565
5025982;5380481
5025982;6612320
5025982;5817219
5025982;6195713
5026124;5650084
5026124;6482485
5026124;6896915
5026124;6073698
5026124;6627935
5026124;6268647
5026124;5083756
5026124;5321189
5026124;5606687
5026124;6383646
5026137;6209513
5026137;5013661
5026137;6918894
5026137;5638847
5026137;6654474
5026137;5619020
5026137;5732547
5026401;5119887
5026477;7054539
5026477;6225423
5026477;5908455
5026477;6428146
5026477;6229817
5026477;7059006
5026477;7137993
5026477;6441245
5026477;6774753
5026477;6551058
5026477;6859969
5026477;5143584
5026477;6944267
5026477;5350271
5026477;6946786
5026557;6375953
5026557;6484102
5026557;6758256
5026557;6049109
5026557;6682668
5026557;5177921
5026557;6372567
5026557;5237873
5026596;6699732
5026596;6352163
5026596;5460069
5026596;7139323
5026596;5613299
5026596;6725785
5026596;6176390
5026596;6083328
5026596;5127861
5026596;6498646
5026596;5037787
5026596;6093123
5026596;5027063
5026596;5435395
5026596;7132669
5026640;5263727
5026640;5166292
5026640;7067015
5026934;5075956
5026934;5370728
5026934;6320181
5026934;5116971
5026934;5289924
5026934;5154370
5026934;5437416
5026934;6336175
5026934;5484866
5026934;5508054
5026934;6457554
5026934;6160431
5026934;5052173
5026934;5905389
5026947;6270775
5026947;6779334
5026947;6614141
5026947;6386207
5026947;6278082
5026947;6984976
5026947;5927176
5026947;6216255
5026947;7099659
5026947;5495072
5026947;5620908
5026947;6086581
5026947;5736174
5026947;5521745
5026947;5693252
5026947;5945917
5026947;5739794
5026947;6378379
5026949;5662281
5026949;5899939
5026949;6531934
5026949;6665074
5026949;5396408
5026949;6725478
5026949;6481189
5026949;5095632
5026949;6249150
5026949;6043369
5026949;7146661
5026949;6421912
5026949;7000144
5026949;5744208
5027013;6139208
5027013;6606142
5027013;6102832
5027013;6623185
5027013;5830294
5027164;5030167
5027164;6214285
5027164;6439702
5027164;5958718
5027164;5513188
5027164;7117530
5027164;5922750
5027164;6148071
5027164;5065677
5027164;6370605
5027286;6943156
5027286;6023320
5027286;6218971
5027493;6701874
5027520;6987303
5027520;5461465
5027520;6782954
5027520;6462555
5027520;5387691
5027520;6951314
5027520;5115771
5027520;5870733
5027520;6601719
5027520;6423359
5027520;5471207
5027565;5517210
5027565;6993442
5027565;7033160
5027565;6357629
5027565;6718631
5027565;5460885
5027565;6378949
5027565;6945475
5027565;6159906
5027565;6242422
5027650;6788418
5027650;5680672
5027669;6117253
5027669;5150351
5027669;6402023
5027669;6264080
5027669;5862838
5027669;6005671
5027738;5437801
5027738;6221827
5027738;6001607
5027738;6089945
5027738;5185323
5027738;5892095
5027738;5174775
5027738;5615535
5027738;5430304
5027738;5038322
5027738;5477529
5027738;5053834
5027738;6149710
5027738;5307793
5027738;6637679
5027755;6365619
5027755;6995727
5027755;5854831
5027755;5547715
5027755;6190819
5027755;5967458
5027755;7015473
5027755;5022054
5027755;6606509
5027755;5828745
5027755;5301774
5027755;5409411
5027789;5878563
5027789;5066639
5027789;5826518
5027789;5164367
5027886;5694350
5027886;5305958
5027886;6197965
5027886;6844024
5027886;6870788
5027886;6608841
5027886;6712588
5027886;5660461
5027886;6932713
5027886;5932964
5027886;6030376
5027886;6428638
5028047;6820817
5028047;5914003
5028047;5410480
5028047;5228635
5028047;6929049
5028047;5379709
5028047;7060751
5028047;6806511
5028047;5463442
5028047;6285847
5028047;6805561
5028047;6638905
5028047;7056460
5028047;5295304
5028047;6312961
5028047;7095143
5028047;6579094
5028047;5249013
5028047;7030152
5028082;5371157
5028082;5420901
5028082;6146113
5028082;6960383
5028082;6934236
5028082;5040979
5028089;5687517
5028089;6144342
5028089;5420712
5028089;5953199
5028089;7026836
5028089;6546037
5028089;5485947
5028089;6854326
5028089;5480238
5028089;7026684
5028089;6355392
5028089;6614636
5028089;5224104
5028089;5840734
5028089;6305230
5028089;6427994
5028089;5094613
5028089;6316599
5028477;6200264
5028477;6276505
5028477;6485872
5028521;5799268
5028521;6819697
5028521;5782960
5028521;5249087
5028521;5461492
5028702;5996861
5028702;5284949
5028702;5082434
5028702;7041633
5028763;5974747
5028763;5367097
5028763;6041386
5028763;5330801
5028763;6839921
5028763;5736923
5028763;6747574
5028763;5865382
5028793;6006266
5028793;6123962
5028793;7143552
5028793;6850010
5028793;5874281
5028793;5529542
5028793;5705463
5028793;5921922
5028793;5139846
5028793;5296129
5028793;7109902
5028793;6013155
5028793;6337253
5028930;5261596
5028930;6179563
5028930;5723906
5028930;6955140
5028930;5616053
5028930;5121054
5028930;6029564
5028930;5338268
5028930;5434495
5028930;6221660
5028930;5044682
5028930;5528089
5028930;5154828
5028930;6749292
5028930;6497176
5029033;5736935
5029033;6354413
5029033;6097390
5029033;7000934
5029033;6163799
5029033;5998420
5029033;6508649
5029033;5405308
5029033;6946688
5029033;6513175
5029033;6537483
5029033;5644603
5029033;5220615
5029033;5665209
5029220;6105719
5029220;6068930
5029220;6256729
5029220;5456044
5029220;7009469
5029220;6975590
5029298;6501542
5029298;6290704
5029298;6406460
5029298;5109819
5029298;5983392
5029298;6087173
5029298;6952005
5029298;7006152
5029298;5689994
5029298;5123121
5029298;6140696
5029298;5457527
5029582;5735241
5029582;6010904
5029582;6517913
5029582;6786882
5029582;5286234
5029582;5873120
5029582;6573279
5029582;6925094
5029582;5796023
5029582;6779653
5029582;6228915
5029582;5938680
5029605;5231550
5029605;6657170
5029605;5955146
5029605;5096793
5029735;6974720
5029735;5594205
5029735;6857171
5029735;5686326
5029735;7005521
5029735;5132339
5029735;6131500
5029735;6142243
5029735;6022855
5029735;6136696
5029735;6816487
5029735;5239509
5029735;5024153
5029735;6464600
5029735;6830290
5029735;7117976
5029735;5401958
5029794;6291893
5029794;6291302
5029798;5805569
5029798;6913085
5029798;5590648
5030447;5277693
5030447;6893854
5030447;6518685
5030447;6388724
5030506;5167170
5030506;5898838
5030568;6106059
5030568;5693053
5030568;5330853
5030568;5745874
5030568;5105579
5030568;5564221
5030568;7071938
5030568;6772967
5030568;6110422
5030568;5900846
5030568;6235210
5030568;5721432
5030568;5128950
5030568;5810376
5030568;7137649
5030568;7002523
5030568;5817660
5030731;5376911
5030731;6645806
5030731;5644564
5030731;7010185
5030731;6145589
5030731;5129708
5030731;5561264
5030731;5128326
5030731;6781097
5030731;6618463
5030731;6998853
5030731;5834831
5030731;6429142
5030731;6430862
5030731;5452906
5030731;6498690
5031008;6989083
5031008;6235736
5031008;5847220
5031008;5674366
5031008;5380469
5031008;6557380
5031008;6235179
5031008;6592845
5031008;5768071
5031008;6052228
